Name,City,State,Enrollment,Type,Region,Adm_Rate,ACT_median,Cost,Net_Tuition,Avg_Fac_Salary,PercentFemale,PercentWhite,PercentBlack,PercentHispanic,PercentAsian,FourYearComp_Males,FourYearComp_Females,Debt_median,Salary10yr_median
Augusta University,Augusta,GA,5146,Public,South East,0.8006,23,20618,11830,72792,0.673245614,NA,NA,NA,NA,0.261565836,0.344467641,14000,62300
Augustana College,Rock Island,IL,2529,Private,Great Lakes,0.6369,NA,52923,16530,69669,0.58839779,0.882399979,0.047800002,0.063600001,0.028399999,0.591269841,0.786666667,25000,52000
Augustana University,Sioux Falls,SD,1752,Private,Plains,0.6542,26,45145,13518,62055,0.652459016,0.940599976,0.0113,0.0249,0.0111,0.567375887,0.688118812,22330,43700
Aurora University,Aurora,IL,3944,Private,Great Lakes,0.8116,21,34650,12630,72639,0.665131276,0.802699966,0.100699997,0.116700001,0.026700001,0.529255319,0.655332303,16760,42700
Austin College,Sherman,TX,1279,Private,South West,0.5532,25,53392,12301,66834,0.50533049,0.795299988,0.073099999,0.160799999,0.0353,0.603603604,0.722689076,17500,48200
Austin Peay State University,Clarksville,TN,9064,Public,South East,0.9378,22,21409,5870,72081,0.599089289,0.759599991,0.176399994,0.045599999,0.0142,0.247191011,0.360531309,12500,34900
Ave Maria University,Ave Maria,FL,1070,Private,South East,0.8295,24,34484,7898,68202,0.483940043,0.850699997,0.064299998,0.0825,0.0299,0.364130435,0.413333333,13683,32800
Averett University,Danville,VA,943,Private,South East,0.6061,19,45091,16063,54738,0.52657602,0.700999985,0.253299999,0.038399999,0.0149,0.39380531,0.523206751,17750,41800
Avila University,Kansas City,MO,1191,Private,Plains,0.5456,21,38040,13285,57834,0.629274966,0.816200027,0.118900003,0.050599999,0.0185,0.391025641,0.522292994,18010,44100
Azusa Pacific University,Azusa,CA,5545,Private,Far West,0.6851,24,51578,19919,82440,0.725888325,0.684199982,0.043400002,0.277800007,0.084899998,0.49327957,0.532236842,18970,51100
Babson College,Wellesley,MA,2361,Private,New England,0.2441,30,68482,34365,146502,0.482213439,0.810800018,0.066799998,0.089899998,0.058600001,NA,NA,21875,96100
Baker University,Baldwin City,KS,1436,Private,Plains,0.8765,23,44244,11993,56781,0.599246231,0.867099991,0.062399998,0.0523,0.0185,0.494845361,0.612582781,19500,51300
Baldwin Wallace University,Berea,OH,3058,Private,Great Lakes,0.7425,24,44783,16362,71982,0.539007092,0.897699966,0.063400002,0.0246,0.0146,0.545212766,0.664473684,24000,44400
Ball State University,Muncie,IN,15529,Public,Great Lakes,0.6478,NA,23783,7723,67626,0.598226656,0.908600006,0.055599999,0.026800001,0.0099,0.517354289,0.585901027,17500,41100
Baptist Memorial College of Health Sciences,Memphis,TN,1032,Private,South East,0.5887,22,21002,15362,62352,0.920068027,0.651299973,0.314200001,0.0229,0.0123,0.583333333,0.520547945,25500,57000
Bard College,Annandale-On-Hudson,NY,1795,Private,Mid East,0.6456,NA,70555,21844,101115,0.61971831,0.804199982,0.073200002,0.091700001,0.054899998,0.734177215,0.753488372,20500,39700
Barnard College,New York,NY,2557,Private,Mid East,0.1392,32,71071,34147,124551,NA,0.711500015,0.113100004,0.138199997,0.079000001,NA,NA,16250,57900
Barnes-Jewish College Goldfarb School of Nursing,Saint Louis,MO,562,Private,Plains,NA,NA,NA,20664,61407,0.875,0.780100021,0.179400005,0.02,0.016,NA,NA,18957,55600
Barry University,Miami,FL,3368,Private,South East,0.9125,20,43524,16339,73359,0.673622258,0.682799988,0.217600002,0.295699997,0.0224,0.372997712,0.387027027,19500,45800
Barton College,Wilson,NC,965,Private,South East,0.3962,20,44193,14395,55359,0.730578512,0.660199966,0.279899998,0.056500001,0.0117,0.375,0.514563107,18625,38100
Bates College,Lewiston,ME,1832,Private,New England,0.1779,NA,68870,46915,101268,0.491638796,0.871900024,0.059400001,0.043000002,0.028299999,NA,NA,12000,59200
Bay Path University,Longmeadow,MA,1921,Private,New England,0.6041,NA,46315,15610,70596,NA,0.842399979,0.066700001,0.090600004,0.0178,NA,NA,17610,42700
Bay State College,Boston,MA,684,Private,New England,0.6927,NA,39751,18017,64008,0.710691824,0.740599976,0.131000004,0.090600004,0.039000001,0.373134328,0.453757225,18532,32100
Baylor University,Waco,TX,14159,Private,South West,0.3895,29,60619,23490,89712,0.603382984,0.767200012,0.095799999,0.186800003,0.0373,0.650334076,0.702389078,19500,51600
Be'er Yaakov Talmudic Seminary,Spring Valley,NY,569,Private,Mid East,NA,NA,15750,10344,11835,NA,NA,NA,NA,NA,NA,NA,NA,NA
Becker College,Worcester,MA,1725,Private,New England,0.6634,23,53368,16910,71748,0.588785047,0.868600006,0.050799999,0.067199998,0.025699999,0.367857143,0.326259947,19750,43800
Belhaven University,Jackson,MS,2220,Private,South East,0.5161,NA,34614,12635,43830,0.682814302,0.614599991,0.332900009,0.051799998,0.0165,0.296636086,0.36400818,18841,37300
Bellarmine University,Louisville,KY,2488,Private,South East,0.8584,25,54872,17793,72225,0.67937034,0.876800003,0.083900003,0.021900001,0.0151,0.610328638,0.636828645,19000,45700
Bellevue University,Bellevue,NE,6377,Private,Plains,NA,NA,18574,11810,50859,0.594844679,0.850100021,0.080299997,0.0604,0.0178,0.479262673,0.47920434,15000,53600
Belmont Abbey College,Belmont,NC,1505,Private,South East,0.7978,22,32045,10595,44109,0.518193225,0.793600006,0.152799997,0.047800002,0.019,0.315789474,0.407665505,16000,38200
Belmont University,Nashville,TN,6620,Private,South East,0.8247,27,50740,25214,90792,0.653945333,0.858199997,0.0871,0.040300002,0.02,0.674757282,0.705343511,17500,44100
Beloit College,Beloit,WI,1212,Private,Great Lakes,0.564,25,59283,17607,63387,0.532544379,0.844000015,0.061900001,0.064000001,0.039200001,0.742857143,0.812030075,20875,42400
Bemidji State University,Bemidji,MN,4308,Public,Plains,0.6667,22,20379,5484,77985,0.598165903,0.900100021,0.013200001,0.0179,0.0088,0.345381526,0.430615165,12500,40600
Benedict College,Columbia,SC,2165,Private,South East,NA,NA,33055,11276,53802,0.45556872,0.494599991,0.447000008,0.0525,0.015,0.090558767,0.117647059,15750,25400
Benedictine College,Atchison,KS,1942,Private,Plains,0.9284,25,43240,12402,63081,0.498098859,0.865100021,0.058400002,0.075900002,0.022,0.442857143,0.665048544,19000,40100
Benedictine University,Lisle,IL,2692,Private,Great Lakes,0.6283,23,44385,16199,77103,0.576106731,0.770899963,0.121000004,0.0929,0.049000001,0.361179361,0.408223201,17125,49000
Bennett College,Greensboro,NC,469,Private,South East,0.9634,17,32758,4933,42768,NA,0.449799995,0.438300018,0.085699997,0.039300001,NA,NA,13500,30600
Bennington College,Bennington,VT,720,Private,New England,0.5703,NA,70760,27805,87768,0.671875,0.824199982,0.073200002,0.0675,0.046999998,0.75,0.72,18500,29500
Bentley University,Waltham,MA,4177,Private,New England,0.4321,30,66180,30307,126936,0.399513776,0.876900024,0.044000001,0.052800002,0.036500001,0.816625917,0.891696751,23250,86900
Berea College,Berea,KY,1630,Private,South East,0.382,25,35394,2571,73233,0.558579882,0.850500031,0.1179,0.021700001,0.0078,0.483695652,0.660944206,4563,33700
Berkeley College-New York,New York,NY,3505,Private,Mid East,NA,NA,34916,20871,64728,0.652948044,0.458100014,0.302800007,0.256900005,0.061799998,0.323308271,0.358087487,16080,40800
Berkeley College-Woodland Park,Woodland Park,NJ,3298,Private,Mid East,NA,NA,33313,19768,62145,0.726016035,0.644800034,0.158400002,0.228099995,0.061999998,0.323699422,0.486865149,12494,39600
Berklee College of Music,Boston,MA,6332,Private,New England,0.4764,NA,63027,27167,88200,0.360867321,0.809000015,0.085200005,0.089700003,0.044299998,0.447937132,0.494117647,15000,30300
Berry College,Mount Berry,GA,1913,Private,South East,0.6612,26,49969,14760,75276,0.619363395,0.805,0.134399996,0.050700002,0.022,0.54375,0.68,19000,40000
Beth Medrash Govoha,Lakewood,NJ,2680,Private,Mid East,NA,NA,NA,2692,66366,NA,0.735999985,0.134899998,0.133400002,0.045799999,NA,NA,5500,25300
Bethany College,Lindsborg,KS,781,Private,Plains,0.6776,21,42884,1771,38565,0.340292276,0.839499969,0.055999999,0.110799999,0.020699999,0.393258427,0.586666667,9500,40200
Bethany College,Bethany,WV,555,Private,South East,0.9077,20,42674,10562,53847,0.292191436,0.922200012,0.051199999,0.016799999,0.0085,0.216748768,0.477272727,20497,40400
Bethany Lutheran College,Mankato,MN,599,Private,Plains,0.7787,22,36961,11784,58986,0.553784861,0.921600037,0.031300001,0.028,0.014,0.544303797,0.535211268,16625,34800
Bethel College-North Newton,North Newton,KS,442,Private,Plains,0.441,21,41204,12678,49959,0.472891566,0.861600037,0.053499999,0.080200005,0.016799999,0.31884058,0.565789474,12500,40800
Bethel University,Mishawaka,IN,1244,Private,Great Lakes,0.9233,22,39450,13280,51399,0.66319896,0.875299988,0.063600001,0.0504,0.013,0.422222222,0.396774194,19500,37800
Bethel University,Saint Paul,MN,2723,Private,Plains,0.7051,25,50325,17088,69345,0.635702746,0.916100006,0.0246,0.026500001,0.026300001,0.552715655,0.688172043,18250,47300
Bethel University,McKenzie,TN,3383,Private,South East,0.6649,21,30838,11430,29304,0.583713584,0.753499985,0.209099998,0.0273,0.0094,0.17750258,0.137931034,17250,38600
Bethune-Cookman University,Daytona Beach,FL,3619,Private,South East,NA,NA,27817,9784,58707,0.60409699,0.514599991,0.399900017,0.123900003,0.019400001,0.263757116,0.321375187,16750,29200
Binghamton University,Vestal,NY,13990,Public,Mid East,0.3981,30,25846,8187,88011,0.517791676,0.766399994,0.090699997,0.106099997,0.069099998,0.68694956,0.764897959,16750,61600
Biola University,La Mirada,CA,4005,Private,Far West,0.7347,24,53611,22560,84132,0.667792032,0.700699997,0.0429,0.248199997,0.086199999,0.587896254,0.62358643,20000,44500
Birmingham-Southern College,Birmingham,AL,1265,Private,South East,0.5666,26,52176,11383,69192,0.520361991,0.789000015,0.174099998,0.0246,0.0139,0.523809524,0.637362637,18794,46700
Black Hills State University,Spearfish,SD,2563,Public,Plains,0.8832,21,19777,6273,62442,0.621880998,0.895899963,0.0092,0.026500001,0.0063,0.214285714,0.283687943,12500,35900
Blackburn College,Carlinville,IL,561,Private,Great Lakes,0.5155,20,30605,12946,59220,0.560386473,0.902399979,0.068200002,0.024100001,0.0076,0.352941176,0.462184874,14500,37400
Bloomfield College,Bloomfield,NJ,1660,Private,Mid East,0.6062,18,43920,17938,77454,0.6263287,0.445999985,0.377700005,0.189799995,0.050900002,0.266666667,0.260309278,17500,38200
Bloomsburg University of Pennsylvania,Bloomsburg,PA,7920,Public,Mid East,0.7678,22,23444,9003,85248,0.571530929,0.901500015,0.060300002,0.0273,0.015,0.404188482,0.500386698,19500,44500
Blue Mountain College,Blue Mountain,MS,618,Private,South East,0.9293,22,22226,5854,47124,0.525951557,0.782799988,0.197099991,0.016799999,0.0034,0.290909091,0.178571429,10000,31400
Bluefield College,Bluefield,VA,887,Private,South East,0.9536,18,36657,10149,46539,0.566009105,0.819700012,0.148000002,0.0195,0.011,0.209876543,0.348066298,12500,40900
Bluefield State College,Bluefield,WV,1263,Public,South East,0.9454,19,16573,3455,57996,0.627296588,0.923099976,0.060900002,0.0071,0.0035,0.202898551,0.213567839,12129,26600
Bluffton University,Bluffton,OH,659,Private,Great Lakes,0.4202,22,45667,11187,54486,0.467532468,0.928600006,0.0397,0.0246,0.0075,0.477419355,0.587837838,19000,39000
Bob Jones University,Greenville,SC,2363,Private,South East,NA,NA,25287,10145,40914,0.558823529,0.836200027,0.105600004,0.045100002,0.018,0.462151394,0.56626506,13500,NA
Boise State University,Boise,ID,16526,Public,Rocky Mountains,0.8075,24,19573,8429,72819,0.56921797,0.895899963,0.0087,0.085900002,0.0155,0.33121424,0.38836478,15250,37100
Bon Secours Memorial College of Nursing,Richmond,VA,458,Private,South East,NA,NA,NA,11326,68067,0.90625,0.718000031,0.234599991,0.021099999,0.020699999,NA,NA,21837,61100
Boricua College,New York,NY,639,Private,Mid East,NA,NA,22221,9545,39312,0.756684492,0.313899994,0.314899998,0.467099991,0.040700002,0.119496855,0.163141994,5000,32800
Boston College,Chestnut Hill,MA,9639,Private,New England,0.2789,33,70588,34327,137907,0.518944844,0.817200012,0.075100002,0.081000004,0.049499998,0.87245841,0.916932907,16000,72500
Boston University,Boston,MA,17238,Private,New England,0.2209,32,70216,33686,127224,0.654662533,0.817099991,0.064699998,0.090100002,0.056999998,0.807134894,0.791517324,22500,65300
Bowdoin College,Brunswick,ME,1825,Private,New England,0.1026,NA,68070,31648,109080,0.506410256,0.789300003,0.100200005,0.081000004,0.048099999,NA,NA,14911,65500
Bowie State University,Bowie,MD,5197,Public,Mid East,0.3801,NA,21623,5159,75591,0.636363636,0.361100006,0.549099998,0.053499999,0.038099999,0.197530864,0.230989957,12500,45800
Bowling Green State University-Main Campus,Bowling Green,OH,13729,Public,Great Lakes,0.7227,22,23804,9034,81909,0.601310686,0.880899963,0.080299997,0.0299,0.0114,0.404748758,0.492361927,17125,40500
Bradley University,Peoria,IL,4598,Private,Great Lakes,0.6681,26,46304,17819,81351,0.529885058,0.857200012,0.075700002,0.054200001,0.028599999,0.691206544,0.717898833,22117,53600
Brandeis University,Waltham,MA,3627,Private,New England,0.3115,31,70848,24212,118584,0.602708804,0.810699997,0.072399998,0.079099998,0.057399998,0.784615385,0.844827586,24708,57900
Brandman University,Irvine,CA,4092,Private,Far West,0.7917,NA,29792,14523,79587,0.700834327,0.698700027,0.044699998,0.247099991,0.078899999,0.362683438,0.411662315,19096,NA
Brenau University,Gainesville,GA,1688,Private,South East,0.5688,20,42912,17169,65403,0.89800995,0.717099991,0.210900002,0.065500002,0.0252,0.482758621,0.349272349,17380,42000
Brescia University,Owensboro,KY,918,Private,South East,0.3855,22,32926,11191,49284,0.740994854,0.917900009,0.056199999,0.0187,0.007,0.283950617,0.351351351,19562,40100
Brevard College,Brevard,NC,698,Private,South East,0.4609,NA,41609,13111,45351,0.418604651,0.836900024,0.116800003,0.0376,0.0153,0.351145038,0.341176471,11030,31600
Brewton-Parker College,Mount Vernon,GA,476,Private,South East,0.9678,17,32794,9762,43245,0.371900826,0.666600037,0.278899994,0.050799999,0.0113,0.115702479,0.273809524,9500,31900
Briar Cliff University,Sioux City,IA,910,Private,Plains,NA,NA,42423,14028,56682,0.570754717,0.908300018,0.023199999,0.063899999,0.0135,0.329411765,0.502923977,13750,41900
Bridgewater College,Bridgewater,VA,1830,Private,South East,0.6608,22,48830,11238,60057,0.523904383,0.865299988,0.091199999,0.031199999,0.0167,0.559183673,0.66015625,18500,42500
Bridgewater State University,Bridgewater,MA,9312,Public,New England,0.9014,22,22590,9901,82584,0.592782357,0.889100037,0.041799998,0.0328,0.0204,0.528008299,0.594160584,18500,45300
Brigham Young University-Hawaii,Laie,HI,3040,Private,Far West,0.4478,24,18043,2592,84492,0.6020558,0.584599991,0.018099999,0.085600004,0.097299995,0.433179724,0.409594096,5500,42200
Brigham Young University-Idaho,Rexburg,ID,37636,Private,Rocky Mountains,0.9717,23,12223,2402,77283,0.538264606,0.891399994,0.0187,0.081700001,0.0173,0.366071429,0.393919145,8215,42700
Brigham Young University-Provo,Provo,UT,31441,Private,Rocky Mountains,0.6447,29,18136,5991,98766,0.47952785,0.872200012,0.0205,0.094300003,0.025899999,0.551712887,0.513711152,9000,59700
Brown University,Providence,RI,6752,Private,New England,0.0767,34,71050,37898,140211,0.540378007,0.781500015,0.086199999,0.115900002,0.054699998,0.815286624,0.884297521,14500,67500
Bryan College-Dayton,Dayton,TN,824,Private,South East,0.5133,24,35945,10625,52128,0.562030075,0.860699997,0.098999996,0.031600001,0.010599999,0.051813472,0.063926941,12000,41300
Bryan College of Health Sciences,Lincoln,NE,566,Private,Plains,0.4,22,26985,17790,65205,0.920502092,0.928899994,0.016799999,0.031600001,0.0186,NA,NA,23250,51300
Bryant University,Smithfield,RI,3471,Private,New England,0.7567,NA,59129,24792,94887,0.397794741,0.908199997,0.030799999,0.043400002,0.0224,0.8252149,0.823076923,25000,69300
Bryn Mawr College,Bryn Mawr,PA,1353,Private,Mid East,0.3408,NA,68410,24505,98424,0.948837209,0.781100006,0.101999998,0.079400001,0.051799998,NA,NA,21395,54600
Bucknell University,Lewisburg,PA,3583,Private,Mid East,0.3304,30,70125,35034,102807,0.518301611,0.864499969,0.0629,0.049000001,0.0372,0.825136612,0.956521739,23250,70800
Buena Vista University,Storm Lake,IA,1546,Private,Plains,0.5713,22,45332,12782,57024,0.689291101,0.950800018,0.014400001,0.0305,0.0076,0.430278884,0.475382003,17146,40000
Butler University,Indianapolis,IN,4553,Private,Great Lakes,0.6783,28,56406,22282,75879,0.60110421,0.895599976,0.0575,0.0349,0.0177,0.697530864,0.791828794,23250,56600
Cabrini University,Radnor,PA,1557,Private,Mid East,0.7189,NA,44970,15245,62073,0.627828054,0.828600006,0.108100004,0.0355,0.033,0.54375,0.656862745,17705,46600
Cairn University-Langhorne,Langhorne,PA,776,Private,Mid East,0.7607,21,38857,8907,54279,0.489795918,0.819800034,0.114499998,0.045999999,0.0271,0.445378151,0.561983471,22616,34800
Caldwell University,Caldwell,NJ,1625,Private,Mid East,0.6664,20,45961,17817,71469,0.742532006,0.694800034,0.166900005,0.129099998,0.056500001,0.483333333,0.476868327,21250,44400
California Baptist University,Riverside,CA,7811,Private,Far West,0.7955,22,44746,18673,87066,0.66061706,0.658300018,0.071399999,0.311499996,0.050799999,0.455064194,0.491281274,21522,42600
California College of the Arts,San Francisco,CA,1453,Private,Far West,0.8818,NA,64030,30596,86958,0.618918919,0.691100006,0.079699998,0.155699997,0.107200003,0.550561798,0.549382716,25000,37200
California Institute of Technology,Pasadena,CA,948,Private,Far West,0.0662,36,68901,18877,179937,0.456521739,0.721200027,0.0552,0.1625,0.113900003,NA,NA,8013,85900
California Institute of the Arts,Valencia,CA,1003,Private,Far West,0.2297,NA,69015,28168,79425,0.526490066,0.702600021,0.072399998,0.211100006,0.078699999,0.53271028,0.657142857,25000,37900
California Lutheran University,Thousand Oaks,CA,3054,Private,Far West,0.7147,24,56491,19499,89766,0.617228464,0.740599976,0.034200001,0.225499992,0.065300002,0.62962963,0.709756098,18000,54200
California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,21047,Public,Far West,0.3017,29,27073,9068,93015,0.502962625,0.734100037,0.033800001,0.206399994,0.083100004,0.65970611,0.746777164,17000,66900
California State Polytechnic University-Pomona,Pomona,CA,24841,Public,Far West,0.5515,23,21302,4699,95283,0.494709646,0.523600006,0.055500002,0.409799995,0.156599998,0.5353902,0.616066482,15000,54000
California State University-Bakersfield,Bakersfield,CA,9142,Public,Far West,0.2302,NA,16714,3321,86265,0.642660551,0.601599998,0.073299999,0.383199997,0.041500001,0.356521739,0.425925926,11655,47800
California State University-Channel Islands,Camarillo,CA,7105,Public,Far West,0.7834,NA,25531,4677,87210,0.683462969,0.694800034,0.0278,0.317299995,0.0602,0.55,0.564051639,12500,49800
California State University-Chico,Chico,CA,16317,Public,Far West,0.6526,21,23508,4242,87507,0.574591709,0.775199966,0.0272,0.168400002,0.056100001,0.567395907,0.638636364,14297,48100
California State University-Dominguez Hills,Carson,CA,13871,Public,Far West,0.6394,NA,14469,3854,87768,0.657280772,0.382599983,0.211800003,0.454700012,0.089300003,0.461095101,0.509205681,12500,44700
California State University-East Bay,Hayward,CA,12728,Public,Far West,0.716,NA,21371,5794,91890,0.659212283,0.500900002,0.128400002,0.222800007,0.192999992,0.388663968,0.441420664,12500,51700
California State University-Fresno,Fresno,CA,21732,Public,Far West,0.5753,19,16915,3735,84537,0.621197252,0.580600014,0.050799999,0.408300018,0.0696,0.419588875,0.481836327,12136,44700
California State University-Fullerton,Fullerton,CA,34637,Public,Far West,0.4341,22,17645,5172,91809,0.598007937,0.577700005,0.0427,0.373800011,0.1379,0.538796229,0.654755913,12500,47200
